,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
5,20.0,Miami,Sony Ericsson Open,20/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Hurkacz H.,Berrettini M.,54.0,52.0,904.0,937.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.14,1.79,2.15,1.92,2.04,1.77
6,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Haase R.,Lacko L.,65.0,130.0,805.0,436.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.53,2.71,1.54,2.75,1.49,2.63
7,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Mayer L.,Ymer M.,62.0,198.0,830.0,257.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.5,1.51,2.75,1.54,2.75,1.5,2.61
8,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Thompson J.,Norrie C.,77.0,51.0,708.0,941.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.62,1.44,2.66,1.54,2.72,1.54,2.62,1.49
9,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Bublik A.,Sandgren T.,131.0,91.0,434.0,648.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.66,2.1,1.8,2.13,1.88,2.26,1.73,2.11
10,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Lajovic D.,Cuevas P.,44.0,85.0,1010.0,661.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,3.05,1.43,3.15,1.49,2.84,1.43
11,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Sonego L.,Klizan M.,106.0,48.0,546.0,966.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.56,2.6,1.67,2.65,1.53,2.51
12,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Chardy J.,Jarry N.,40.0,79.0,1100.0,690.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,1.61,2.45,1.65,2.45,1.59,2.36
13,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Dzumhur D.,Eubanks C.,53.0,150.0,915.0,371.0,1.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.76,2.19,1.85,2.2,1.74,2.11
14,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Ivashka I.,Fabbiano T.,110.0,90.0,525.0,648.0,6.0,4.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,2.01,1.9,2.08,1.91,1.99,1.83
15,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Ramos-Vinolas A.,Copil M.,86.0,73.0,660.0,713.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.71,2.27,1.74,2.3,1.67,2.21
16,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Auger-Aliassime F.,Ruud C.,57.0,98.0,876.0,619.0,3.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.62,1.56,2.61,1.56,2.8,1.48,2.66
17,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Marterer M.,Fritz T.,101.0,56.0,594.0,890.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.51,1.6,2.6,1.6,2.46,1.55
18,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Albot R.,Ebden M.,46.0,50.0,971.0,956.0,6.0,0.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.33,3.25,1.32,3.77,1.36,4.97,1.31,3.48
19,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Tomic B.,Monteiro T.,81.0,117.0,679.0,497.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.9,2.01,1.9,2.21,1.75,2.09
20,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Rublev A.,Daniel T.,99.0,72.0,603.0,714.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,3.75,1.27,4.17,1.29,4.25,1.26,3.9
21,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Lopez F.,Paire B.,94.0,67.0,635.0,770.0,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.8,2.1,1.83,2.2,2.05,2.03,1.79
22,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Munar J.,Gunneswaran P.,61.0,84.0,845.0,662.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.95,1.95,2.0,2.0,1.9,1.9
23,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Sousa J.,Tseng C.H.,41.0,426.0,1072.0,24.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,4.4,1.29,4.45,1.25,4.03
24,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Krajinovic F.,Herbert P.H.,103.0,49.0,576.0,959.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.53,2.68,1.54,2.95,1.46,2.72
25,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Evans D.,Jaziri M.,97.0,59.0,622.0,852.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.46,2.94,1.49,3.05,1.43,2.83
26,20.0,Miami,Sony Ericsson Open,21/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Opelka R.,Struff J.L.,58.0,45.0,858.0,990.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.15,1.79,2.15,1.91,2.03,1.79
27,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Andujar P.,Karlovic I.,88.0,76.0,652.0,709.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.96,1.3,4.0,1.31,3.75,1.27
28,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Mannarino A.,Bedene A.,55.0,69.0,900.0,765.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,2.75,1.52,2.74,1.52,3.0,1.43,2.83
29,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Kecmanovic M.,Gulbis E.,95.0,78.0,630.0,704.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.57,2.57,1.59,2.6,1.54,2.48
30,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Humbert U.,60.0,63.0,848.0,819.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.85,2.06,2.0,2.2,1.76,2.07
31,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,1st Round,3.0,Ferrer D.,Querrey S.,155.0,68.0,355.0,770.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.35,1.67,2.47,1.67,2.28,1.63
32,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Edmund K.,Ivashka I.,22.0,110.0,1600.0,525.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.19,5.35,1.23,5.35,1.2,4.6
33,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Chardy J.,Simon G.,40.0,27.0,1100.0,1340.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.24,1.74,2.27,1.75,2.17,1.69
34,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Lajovic D.,Nishikori K.,44.0,6.0,1010.0,4235.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.18,6.23,1.16,6.23,1.2,5.18,1.16
35,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Coric B.,Carballes Baena R.,13.0,113.0,2345.0,522.0,7.0,6.0,0.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.23,4.71,1.24,4.8,1.21,4.39
36,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Basilashvili N.,Zverev M.,19.0,75.0,1865.0,711.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.29,4.03,1.32,4.03,1.28,3.7
37,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Raonic M.,Marterer M.,14.0,101.0,2275.0,594.0,,,,,,,,,,,,,Walkover,1.16,5.0,1.2,5.14,1.21,5.25,1.18,4.89
38,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Delbonis F.,Millman J.,83.0,39.0,676.0,1126.0,7.0,5.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.25,1.57,2.66,1.54,2.66,1.62,2.44,1.56
39,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Isner J.,Sonego L.,9.0,106.0,3485.0,546.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.29,4.05,1.29,4.2,1.25,3.93
40,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Fucsovics M.,57.0,36.0,876.0,1180.0,6.0,4.0,4.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.9,1.8,2.15,1.79,2.22,1.87,2.02,1.8
41,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Kyrgios N.,Bublik A.,33.0,131.0,1215.0,434.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.29,4.05,1.35,4.1,1.29,3.61
42,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Ramos-Vinolas A.,Pouille L.,86.0,30.0,660.0,1265.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.53,2.45,1.62,2.5,1.63,2.39,1.58
43,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Haase R.,Harris L.,65.0,96.0,805.0,625.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.61,2.44,1.65,2.55,1.58,2.4
44,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Bautista Agut R.,Tipsarevic J.,25.0,453.0,1510.0,17.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.19,5.36,1.24,5.36,1.2,4.69
45,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Thiem D.,54.0,4.0,904.0,4755.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.29,1.39,3.4,1.41,3.18,1.35
46,20.0,Miami,Sony Ericsson Open,22/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Fognini F.,Andreozzi G.,17.0,80.0,1885.0,686.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.47,2.9,1.55,2.91,1.46,2.73
47,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Djokovic N.,Tomic B.,1.0,81.0,10990.0,679.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.03,17.95,1.05,20.51,1.03,12.75
48,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Mayer L.,Pella G.,62.0,32.0,830.0,1240.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.13,1.81,2.31,1.87,2.1,1.74
49,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Evans D.,23.0,97.0,1550.0,622.0,4.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.55,2.63,1.6,2.65,1.53,2.51
50,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Sousa J.,Johnson S.,41.0,38.0,1072.0,1160.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.4,1.65,2.56,1.67,2.37,1.59
51,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Krajinovic F.,Wawrinka S.,103.0,37.0,576.0,1175.0,5.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.25,1.57,2.27,1.71,2.38,1.71,2.27,1.64
52,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Thompson J.,Khachanov K.,77.0,12.0,708.0,2845.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.33,1.2,4.6,1.24,4.75,1.25,4.35,1.22
53,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Cecchinato M.,Dzumhur D.,16.0,53.0,2021.0,915.0,,,,,,,,,,,,,Walkover,1.66,2.1,1.74,2.23,1.8,2.3,1.69,2.17
54,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Goffin D.,Andujar P.,20.0,88.0,1685.0,652.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.16,6.04,1.16,7.0,1.13,6.05
55,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Medvedev D.,Mannarino A.,15.0,55.0,2230.0,900.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.34,3.56,1.34,3.65,1.31,3.42
56,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Anderson K.,Munar J.,7.0,61.0,4115.0,845.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.53,2.71,1.65,2.71,1.52,2.54
57,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Dimitrov G.,Lopez F.,29.0,94.0,1300.0,635.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.87,1.6,2.87,1.54,2.47
58,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Rublev A.,Cilic M.,99.0,11.0,603.0,3095.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.54,1.58,2.63,1.61,2.49,1.54
59,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Opelka R.,Schwartzman D.,58.0,24.0,858.0,1520.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.09,1.83,2.31,1.86,2.11,1.73
60,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Federer R.,Albot R.,5.0,46.0,4600.0,971.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.1,7.0,1.13,7.38,1.14,7.5,1.11,6.66
61,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tsitsipas S.,Mcdonald M.,10.0,60.0,3160.0,848.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,4.07,1.3,4.22,1.27,3.84
62,20.0,Miami,Sony Ericsson Open,23/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tiafoe F.,Kecmanovic M.,34.0,95.0,1200.0,630.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.93,1.98,1.98,2.05,1.86,1.96
63,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,2nd Round,3.0,Ferrer D.,Zverev A.,155.0,3.0,355.0,6630.0,2.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,4.0,1.22,4.32,1.26,4.35,1.28,4.05,1.24
64,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Isner J.,Ramos-Vinolas A.,9.0,86.0,3485.0,660.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,5.12,1.24,5.15,1.21,4.52
65,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Bautista Agut R.,Fognini F.,25.0,17.0,1510.0,1885.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.4,3.26,1.5,3.3,1.41,2.93
66,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Edmund K.,Raonic M.,22.0,14.0,1600.0,2275.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.49,1.62,2.54,1.69,2.31,1.62
67,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Basilashvili N.,Haase R.,19.0,65.0,1865.0,805.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.55,2.67,1.56,2.75,1.5,2.6
68,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Auger-Aliassime F.,Hurkacz H.,57.0,54.0,876.0,904.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.17,1.79,2.25,1.8,2.11,1.74
69,20.0,Miami,Sony Ericsson Open,24/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Djokovic N.,Delbonis F.,1.0,83.0,10990.0,676.0,7.0,5.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.04,13.0,1.03,19.02,1.04,19.5,1.03,13.64
70,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Coric B.,Chardy J.,13.0,40.0,2345.0,1100.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.62,1.52,2.78,1.57,2.8,1.5,2.63
71,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Kyrgios N.,Lajovic D.,33.0,44.0,1215.0,1010.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.71,1.34,3.75,1.3,3.56
72,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Thompson J.,Dimitrov G.,77.0,29.0,708.0,1300.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.09,1.44,3.19,1.44,2.94,1.41
73,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Anderson K.,Sousa J.,7.0,41.0,4115.0,1072.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.55,2.67,1.57,2.69,1.52,2.55
74,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Federer R.,Krajinovic F.,5.0,103.0,4600.0,576.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.21,5.26,1.22,5.26,1.19,4.77
75,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Medvedev D.,Opelka R.,15.0,58.0,2230.0,858.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.75,1.32,3.82,1.33,4.0,1.28,3.69
76,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Shapovalov D.,Rublev A.,23.0,99.0,1550.0,603.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.69,2.32,1.74,2.32,1.67,2.22
77,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Goffin D.,Cecchinato M.,20.0,16.0,1685.0,2021.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.16,1.34,4.2,1.27,3.85
78,20.0,Miami,Sony Ericsson Open,25/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Tiafoe F.,Ferrer D.,34.0,155.0,1200.0,355.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,1.93,2.0,2.2,2.0,1.99,1.83
79,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,3rd Round,3.0,Tsitsipas S.,Mayer L.,10.0,62.0,3160.0,830.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.29,4.07,1.3,4.1,1.27,3.84
80,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Auger-Aliassime F.,Basilashvili N.,57.0,19.0,876.0,1865.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.87,2.07,1.87,2.15,1.79,2.04
81,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Isner J.,Edmund K.,9.0,22.0,3485.0,1600.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.88,2.04,1.94,2.05,1.85,1.97
82,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Coric B.,Kyrgios N.,13.0,33.0,2345.0,1215.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.57,2.36,1.68,2.41,1.68,2.31,1.62
83,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Bautista Agut R.,Djokovic N.,25.0,1.0,1510.0,10990.0,1.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.2,5.4,1.2,5.4,1.22,4.79,1.19
84,20.0,Miami,Sony Ericsson Open,26/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Anderson K.,Thompson J.,7.0,77.0,4115.0,708.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.48,2.91,1.48,3.05,1.42,2.9
85,20.0,Miami,Sony Ericsson Open,27/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Tiafoe F.,Goffin D.,34.0,20.0,1200.0,1685.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.75,1.52,2.75,1.55,2.57,1.51
86,20.0,Miami,Sony Ericsson Open,27/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Shapovalov D.,Tsitsipas S.,23.0,10.0,1550.0,3160.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.66,2.28,1.72,2.28,1.74,2.2,1.68
87,20.0,Miami,Sony Ericsson Open,27/03/2019,Masters 1000,Outdoor,Hard,4th Round,3.0,Federer R.,Medvedev D.,5.0,15.0,4600.0,2230.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.35,3.6,1.35,3.82,1.31,3.52
88,20.0,Miami,Sony Ericsson Open,27/03/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Isner J.,Bautista Agut R.,9.0,25.0,3485.0,1510.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.14,1.91,2.14,1.84,1.98
89,20.0,Miami,Sony Ericsson Open,28/03/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Coric B.,57.0,13.0,876.0,2345.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.32,1.7,2.32,1.75,2.22,1.67
90,20.0,Miami,Sony Ericsson Open,28/03/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Shapovalov D.,Tiafoe F.,23.0,34.0,1550.0,1200.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.61,2.52,1.62,2.6,1.56,2.45
91,20.0,Miami,Sony Ericsson Open,29/03/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Federer R.,Anderson K.,5.0,7.0,4600.0,4115.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.21,5.19,1.21,5.25,1.18,4.86
92,20.0,Miami,Sony Ericsson Open,29/03/2019,Masters 1000,Outdoor,Hard,Semifinals,3.0,Isner J.,Auger-Aliassime F.,9.0,57.0,3485.0,876.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.54,2.71,1.56,2.79,1.51,2.6
93,20.0,Miami,Sony Ericsson Open,29/03/2019,Masters 1000,Outdoor,Hard,Semifinals,3.0,Federer R.,Shapovalov D.,5.0,23.0,4600.0,1550.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.96,1.23,5.0,1.2,4.56
