,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
90,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Chardy J.,Isner J.,45.0,16.0,985.0,1980.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,2.5,1.5,2.73,1.52,2.8,1.52,2.62,1.48
91,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sock J.,Carreno-Busta P.,37.0,61.0,1125.0,825.0,6.0,7.0,7.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,1.4,2.75,1.38,3.33,1.41,3.3,1.36,3.06
92,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Bolelli S.,Troicki V.,60.0,33.0,826.0,1217.0,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.53,2.37,1.68,2.33,1.68,2.4,1.62,2.26
93,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Anderson K.,Lu Y.H.,17.0,65.0,1970.0,754.0,5.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.11,8.03,1.15,8.03,1.11,6.29
94,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Ferrer D.,Gimeno-Traver D.,8.0,66.0,4490.0,746.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,20.0,1.04,21.0,1.02,15.16
95,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Gasquet R.,Berlocq C.,21.0,111.0,1625.0,480.0,3.0,6.0,6.0,3.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.12,7.45,1.12,7.8,1.09,7.0
96,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Nishikori K.,Becker B.,5.0,48.0,5220.0,965.0,,,,,,,,,,,,,Walkover,1.01,23.0,1.02,25.5,1.03,25.9,1.02,16.87
97,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Gabashvili T.,Rosol L.,74.0,43.0,677.0,1035.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.0,1.72,1.96,1.96,2.15,1.96,1.97,1.82
98,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Simon G.,Mahut N.,13.0,116.0,2210.0,469.0,6.0,2.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.13,7.66,1.13,8.0,1.1,6.66
99,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Federer R.,Dzumhur D.,2.0,88.0,9235.0,601.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.02,27.78,1.02,41.0,1.01,20.38
100,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Wawrinka S.,Johnson S.,9.0,56.0,3845.0,850.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.12,8.03,1.14,8.7,1.1,7.1
101,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Berdych T.,Paire B.,4.0,71.0,5230.0,698.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.07,9.0,1.09,9.6,1.11,9.6,1.08,8.03
102,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Monfils G.,Cuevas P.,14.0,23.0,2065.0,1502.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.43,3.14,1.43,3.46,1.38,3.04
103,33.0,Paris,French Open,29/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Tsonga J.W.,Andujar P.,15.0,42.0,2045.0,1050.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.32,3.79,1.33,4.07,1.29,3.59
104,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Murray A.,Kyrgios N.,3.0,30.0,7040.0,1250.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.12,7.82,1.13,8.5,1.1,6.83
105,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Cilic M.,Mayer L.,10.0,22.0,3370.0,1580.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.25,1.68,2.36,1.68,2.4,1.62,2.29
106,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Djokovic N.,Kokkinakis T.,1.0,84.0,13845.0,619.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,34.0,1.01,41.5,1.01,22.22
107,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Chardy J.,Goffin D.,45.0,18.0,985.0,1835.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.5,1.5,2.47,1.63,2.55,1.63,2.46,1.54
108,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Sock J.,Coric B.,37.0,46.0,1125.0,970.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.44,3.06,1.48,3.12,1.43,2.79
109,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Gasquet R.,Anderson K.,21.0,17.0,1625.0,1970.0,4.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.22,4.0,1.27,4.27,1.33,4.28,1.27,3.77
110,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Ferrer D.,Bolelli S.,8.0,60.0,4490.0,826.0,6.0,3.0,1.0,6.0,5.0,7.0,6.0,0.0,6.0,1.0,3.0,2.0,Completed,1.07,9.0,1.09,9.6,1.09,12.0,1.06,9.08
111,33.0,Paris,French Open,30/05/15,Grand Slam,Outdoor,Clay,3rd Round,5.0,Nadal R.,Kuznetsov An.,7.0,120.0,4570.0,465.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,31.3,1.02,50.75,1.01,21.01
112,33.0,Paris,French Open,31/05/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Nishikori K.,Gabashvili T.,5.0,74.0,5220.0,677.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.12,8.01,1.13,8.01,1.09,7.4
113,33.0,Paris,French Open,31/05/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Tsonga J.W.,Berdych T.,15.0,4.0,2045.0,5230.0,6.0,3.0,6.0,2.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,3.0,1.4,3.08,1.44,3.2,1.44,2.96,1.39
114,33.0,Paris,French Open,31/05/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Wawrinka S.,Simon G.,9.0,13.0,3845.0,2210.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.5,1.35,3.58,1.36,3.7,1.31,3.41
115,33.0,Paris,French Open,01/06/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Ferrer D.,Cilic M.,8.0,10.0,4490.0,3370.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.3,4.0,1.36,4.0,1.32,3.37
116,33.0,Paris,French Open,01/06/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Murray A.,Chardy J.,3.0,45.0,7040.0,985.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.6,1.11,9.6,1.09,7.57
117,33.0,Paris,French Open,01/06/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Federer R.,Monfils G.,2.0,14.0,9235.0,2065.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.33,3.4,1.36,3.5,1.39,3.75,1.33,3.29
118,33.0,Paris,French Open,01/06/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Nadal R.,Sock J.,7.0,37.0,4570.0,1125.0,6.0,3.0,6.0,1.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.07,9.0,1.09,9.95,1.09,11.35,1.07,8.79
119,33.0,Paris,French Open,01/06/15,Grand Slam,Outdoor,Clay,4th Round,5.0,Djokovic N.,Gasquet R.,1.0,21.0,13845.0,1625.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,19.0,1.03,21.0,1.03,25.0,1.02,16.19
120,33.0,Paris,French Open,02/06/15,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Tsonga J.W.,Nishikori K.,15.0,5.0,2045.0,5220.0,6.0,1.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.75,1.28,3.9,1.31,3.9,1.45,3.55,1.3
121,33.0,Paris,French Open,02/06/15,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Wawrinka S.,Federer R.,9.0,2.0,3845.0,9235.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.75,1.44,2.95,1.47,3.0,1.5,2.78,1.44
122,33.0,Paris,French Open,03/06/15,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Djokovic N.,Nadal R.,1.0,7.0,13845.0,4570.0,7.0,5.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.33,3.4,1.35,3.55,1.45,3.55,1.35,3.24
123,33.0,Paris,French Open,03/06/15,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Murray A.,Ferrer D.,3.0,8.0,7040.0,4490.0,7.0,6.0,6.0,2.0,5.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.53,2.5,1.62,2.48,1.62,2.65,1.55,2.46
124,33.0,Paris,French Open,05/06/15,Grand Slam,Outdoor,Clay,Semifinals,5.0,Wawrinka S.,Tsonga J.W.,9.0,15.0,3845.0,2045.0,6.0,3.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.92,1.5,3.2,1.43,2.84
125,33.0,Paris,French Open,06/06/15,Grand Slam,Outdoor,Clay,Semifinals,5.0,Djokovic N.,Murray A.,1.0,3.0,13845.0,7040.0,6.0,3.0,6.0,3.0,5.0,7.0,5.0,7.0,6.0,1.0,3.0,2.0,Completed,1.16,5.0,1.18,5.87,1.2,6.0,1.16,5.18
126,33.0,Paris,French Open,07/06/15,Grand Slam,Outdoor,Clay,The Final,5.0,Wawrinka S.,Djokovic N.,9.0,1.0,3845.0,13845.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,6.0,1.12,6.87,1.15,7.0,1.25,5.88,1.14
0,33.0,Paris,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Kyrgios N.,Cecchinato M.,19.0,124.0,1855.0,478.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,18.6,1.04,20.0,1.02,13.93
1,33.0,Paris,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Paire B.,Albot R.,21.0,137.0,1641.0,423.0,6.0,2.0,4.0,6.0,6.0,4.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.14,5.0,1.17,6.02,1.2,6.02,1.16,5.11
2,33.0,Paris,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Sijsling I.,Ungur A.,123.0,203.0,484.0,264.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,2.1,1.66,2.12,1.81,2.38,1.81,2.17,1.68
3,33.0,Paris,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Gabashvili T.,Young D.,79.0,76.0,706.0,712.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.72,2.0,1.88,2.02,1.88,2.2,1.76,2.05
4,33.0,Paris,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Kuznetsov An.,Becker B.,40.0,96.0,1063.0,600.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,8.67,1.11,9.0,1.09,7.47
5,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Wawrinka S.,Rosol L.,4.0,59.0,6315.0,815.0,4.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.07,9.0,1.06,10.28,1.07,11.0,1.06,9.12
6,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Pavlasek A.,Carballes Baena R.,132.0,114.0,442.0,523.0,6.0,2.0,4.0,6.0,6.0,3.0,1.0,6.0,6.0,1.0,3.0,2.0,Completed,2.37,1.53,2.16,1.78,2.45,1.78,2.31,1.61
7,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Chardy J.,Mayer L.,32.0,68.0,1265.0,755.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.66,2.1,1.75,2.2,1.73,2.2,1.7,2.13
8,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Troicki V.,Dimitrov G.,24.0,36.0,1535.0,1150.0,2.0,6.0,6.0,3.0,5.0,7.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,2.37,1.53,2.57,1.57,2.63,1.59,2.44,1.55
9,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Daniel T.,Klizan M.,93.0,45.0,614.0,960.0,3.0,6.0,4.0,6.0,7.0,5.0,6.0,4.0,3.0,0.0,2.0,2.0,Retired,1.4,2.75,1.39,3.28,1.48,3.28,1.43,2.79
10,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Mannarino A.,Kukushkin M.,58.0,83.0,825.0,699.0,6.0,4.0,2.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.14,1.79,2.2,1.79,2.07,1.73
11,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Lajovic D.,Kudla D.,81.0,53.0,701.0,855.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.25,1.58,2.54,1.58,2.6,1.54,2.47
12,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Raonic M.,Tipsarevic J.,9.0,680.0,2785.0,38.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.02,19.0,1.03,20.5,1.03,19.74,1.02,14.21
13,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Dodig I.,Youzhny M.,77.0,78.0,708.0,707.0,6.0,4.0,5.0,7.0,7.0,5.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.53,2.37,1.68,2.34,1.68,2.4,1.61,2.29
14,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Brown D.,Sela D.,116.0,62.0,520.0,781.0,6.0,7.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.62,1.56,2.6,1.56,2.75,1.49,2.58
15,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Karlovic I.,Montanes A.,28.0,98.0,1280.0,592.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2.0,1.72,2.14,1.79,2.14,1.83,2.04,1.75
16,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Thompson J.,Djere L.,94.0,215.0,608.0,249.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,2.37,1.53,2.38,1.62,2.5,1.65,2.31,1.59
17,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Pella G.,Schwartzman D.,48.0,63.0,899.0,781.0,6.0,2.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.0,1.69,2.3,1.75,2.3,1.68,2.15
18,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Sock J.,Haase R.,25.0,86.0,1505.0,685.0,6.0,3.0,7.0,5.0,3.0,6.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.14,5.5,1.18,5.63,1.2,6.0,1.17,4.99
19,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Simon G.,Dutra Silva R.,18.0,463.0,1945.0,82.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.15,6.35,1.16,6.35,1.13,5.77
20,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Verdasco F.,Johnson S.,52.0,34.0,855.0,1190.0,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.3,3.4,1.33,3.64,1.35,3.64,1.31,3.36
21,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Nishikori K.,Bolelli S.,6.0,115.0,4470.0,522.0,6.0,1.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,22.73,1.03,24.0,1.02,16.28
22,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Bourgue M.,Samper-Montana J.,164.0,216.0,326.0,249.0,7.0,5.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.66,2.1,1.68,2.33,1.8,2.33,1.73,2.08
23,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Trungelliti M.,Cilic M.,166.0,10.0,323.0,2775.0,7.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,9.0,1.07,13.89,1.05,13.89,1.08,9.57,1.06
24,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Ramos-Vinolas A.,Zeballos H.,55.0,89.0,853.0,641.0,6.0,3.0,4.0,6.0,7.0,5.0,6.0,0.0,,,3.0,1.0,Completed,1.18,4.5,1.17,6.02,1.21,6.02,1.17,4.96
25,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Edmund K.,Basilashvili N.,82.0,104.0,701.0,563.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,1.0,,,3.0,1.0,Completed,1.53,2.37,1.66,2.37,1.7,2.4,1.61,2.29
26,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Martin A.,Munoz De La Nava D.,133.0,105.0,438.0,561.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.62,1.56,2.65,1.57,2.51,1.52
27,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Fratangelo B.,Querrey S.,103.0,37.0,567.0,1135.0,6.0,3.0,6.0,1.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,3.0,1.36,3.05,1.43,3.4,1.44,2.95,1.39
28,33.0,Paris,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Gasquet R.,Bellucci T.,12.0,57.0,2725.0,825.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.5,1.18,5.76,1.22,5.8,1.15,5.26
29,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Coric B.,Fritz T.,47.0,67.0,935.0,758.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.28,3.5,1.31,3.85,1.33,3.85,1.29,3.51
30,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Jaziri M.,Mayer F.,72.0,236.0,751.0,229.0,6.0,4.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.61,2.2,1.68,2.34,1.68,2.34,1.64,2.23
31,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Bedene A.,Melzer G.,66.0,129.0,765.0,452.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.64,1.55,2.65,1.49,2.58
32,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Berdych T.,Pospisil V.,8.0,46.0,2850.0,955.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,9.87,1.09,9.87,1.07,8.28
33,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Tomic B.,Baker B.,22.0,662.0,1625.0,40.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.39,3.28,1.44,3.28,1.36,3.06
34,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Estrella Burgos V.,Marchenko I.,87.0,71.0,670.0,751.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.5,2.5,1.59,2.52,1.59,2.62,1.53,2.47
35,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Thiem D.,Cervantes I.,15.0,69.0,2430.0,755.0,3.0,6.0,6.0,2.0,7.0,5.0,6.0,1.0,,,3.0,1.0,Completed,1.06,10.0,1.05,13.89,1.06,13.89,1.05,10.52
36,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Lopez F.,Fabbiano T.,23.0,117.0,1550.0,518.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.0,1.24,4.55,1.29,4.55,1.24,3.99
37,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Darcis S.,Ilhan M.,161.0,198.0,331.0,275.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.36,3.0,1.42,3.14,1.44,3.2,1.38,2.99
38,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Nadal R.,Groth S.,5.0,100.0,5675.0,585.0,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,34.0,1.01,41.0,1.01,49.75,1.01,23.44
39,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Pouille L.,Benneteau J.,31.0,548.0,1266.0,59.0,6.0,3.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.16,5.0,1.21,5.11,1.27,5.11,1.2,4.49
40,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Isner J.,Millman J.,17.0,61.0,1965.0,796.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.16,5.0,1.21,5.0,1.21,5.25,1.18,4.74
41,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Murray A.,Stepanek R.,2.0,128.0,8435.0,459.0,3.0,6.0,3.0,6.0,6.0,0.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,1.02,19.0,1.02,21.68,1.03,27.25,1.02,16.32
42,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Halys Q.,Chung H.,154.0,111.0,347.0,547.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.1,1.87,2.04,1.93,2.15,1.79,2.01
43,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Bagnis F.,De Schepper K.,99.0,143.0,590.0,383.0,6.0,0.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.66,2.1,1.68,2.33,1.8,2.33,1.66,2.19
44,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Carreno Busta P.,Delbonis F.,43.0,35.0,995.0,1165.0,7.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.37,1.53,2.41,1.64,2.45,1.64,2.34,1.58
45,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Cuevas P.,Kamke T.,27.0,155.0,1450.0,342.0,3.0,6.0,6.0,2.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.11,6.5,1.11,8.2,1.13,8.5,1.1,6.93
46,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Sousa J.,Dzumhur D.,29.0,73.0,1275.0,747.0,2.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.53,2.37,1.75,2.2,1.75,2.45,1.61,2.3
47,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Garcia-Lopez G.,De Bakker T.,51.0,120.0,865.0,506.0,6.0,4.0,6.0,4.0,5.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.18,4.5,1.31,3.85,1.31,4.75,1.23,4.14
48,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Djokovic N.,Lu Y.H.,1.0,95.0,16150.0,602.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.0,51.0,1.01,71.0,1.01,71.0,1.01,29.7
49,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Baghdatis M.,Muller G.,39.0,42.0,1067.0,1020.0,7.0,5.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.33,3.25,1.43,3.05,1.43,3.25,1.38,2.99
50,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Almagro N.,Kohlschreiber P.,49.0,26.0,899.0,1485.0,5.0,7.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.4,3.3,1.37,3.3,1.5,2.72,1.45
51,33.0,Paris,French Open,24/05/16,Grand Slam,Outdoor,Clay,1st Round,5.0,Mahut N.,Berankis R.,44.0,50.0,976.0,885.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.57,2.25,1.72,2.25,1.83,2.48,1.61,2.28
